time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,.velocity.linear.x,.velocity.linear.y,.velocity.linear.z,.velocity.angular.x,.velocity.angular.y,.velocity.angular.z,.covariance
2023/03/04/12:57:29.510077,112132,1668507678,671164115,,-2.769184198428352,-5.518321386236035,0.0,0.0,0.0,-0.6489332790075159,-0.7608453189686807,0.0009008660530510116,0.005638439328117393,0.0,0.0,0.0,6.916806621502419e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.510168,112133,1668507678,681215419,,-2.769097877283928,-5.51814732646356,0.0,0.0,0.0,-0.6489326391671213,-0.7608458646950739,0.0009187315833517573,0.005750195992577074,0.0,0.0,0.0,7.054206940341116e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.510227,112134,1668507678,691330800,,-2.769132582344398,-5.518381996526487,0.0,0.0,0.0,-0.6489326899916704,-0.760845821346332,0.0008104898153102732,0.005072732198353362,0.0,0.0,0.0,6.22325901509086e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.532347,112135,1668507678,701302851,,-2.7690479624879614,-5.5182158891590145,0.0,0.0,0.0,-0.6489321114380002,-0.7608463147999199,0.0008230747382112542,0.005151449026154457,0.0,0.0,0.0,6.319737090211846e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.532396,112136,1668507678,711300729,,-2.7690399777840304,-5.518167576769922,0.0,0.0,0.0,-0.6489323698742688,-0.7608460943774142,0.0008397201305075697,0.005255651898696561,0.0,0.0,0.0,6.447442168178563e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.532986,112137,1668507678,721176685,,-2.7689585801154424,-5.518018692070546,0.0,0.0,0.0,-0.6489317697806535,-0.7608466062021628,0.0008471574843724729,0.005302147227501183,0.0,0.0,0.0,6.504760983827537e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.543260,112138,1668507678,731315507,,-2.768949932604062,-5.5179659838278425,0.0,0.0,0.0,-0.6489320320069787,-0.7608463825472876,0.000862250748180545,0.00539663607443579,0.0,0.0,0.0,6.620986641737822e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.563871,112139,1668507678,741396124,,-2.768866601099594,-5.517800608048513,0.0,0.0,0.0,-0.6489315217621082,-0.760846817738968,0.0008800619068507226,0.005508064745236557,0.0,0.0,0.0,6.757707428216703e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.563918,112140,1668507678,751061039,,-2.7688578809067748,-5.517747694046103,0.0,0.0,0.0,-0.6489317978374112,-0.760846582272343,0.0008976437118536247,0.0056181305824344495,0.0,0.0,0.0,6.892791163522418e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.573216,112141,1668507678,761195883,,-2.7687751913007674,-5.517582111592939,0.0,0.0,0.0,-0.6489312917790674,-0.7608470138930368,0.0009160944269282725,0.005733560102504285,0.0,0.0,0.0,7.034518440973945e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.591149,112142,1668507678,771363741,,-2.768812796041177,-5.5178362715758515,0.0,0.0,0.0,-0.6489313406752664,-0.7608469721891528,0.0008086816774326544,0.0050613001129097964,0.0,0.0,0.0,6.208789258385259e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.593401,112143,1668507678,781340899,,-2.768731974592146,-5.517679450529747,0.0,0.0,0.0,-0.6489308698007602,-0.7608473738008359,0.0008292600429936361,0.005190052801018184,0.0,0.0,0.0,6.365554813764192e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.603407,112144,1668507678,791336298,,-2.768723960002653,-5.517630961787561,0.0,0.0,0.0,-0.6489311293781987,-0.760847152405748,0.0008477688418492489,0.005305916231389618,0.0,0.0,0.0,6.507419121694611e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.613432,112145,1668507678,801335361,,-2.7686434450024393,-5.517471692285246,0.0,0.0,0.0,-0.6489306595495962,-0.7608475531251488,0.0008669399752637425,0.005425859263304589,0.0,0.0,0.0,6.65438931447968e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.623397,112146,1668507678,811357232,,-2.7686349316586485,-5.517420076395997,0.0,0.0,0.0,-0.6489309307329129,-0.7608473218314666,0.0008847640924099418,0.0055374392092863165,0.0,0.0,0.0,6.791321266162447e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.633430,112147,1668507678,821393480,,-2.7685577318247234,-5.517278118463739,0.0,0.0,0.0,-0.6489304031812878,-0.7608477717828787,0.0008911533925645408,0.005577378035079473,0.0,0.0,0.0,6.840913796812725e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.643334,112148,1668507678,831327101,,-2.7685487312486896,-5.517223216659167,0.0,0.0,0.0,-0.6489306741804065,-0.7608475406464578,0.0009053254076307496,0.005666101001236668,0.0,0.0,0.0,6.95038579136733e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.659051,112149,1668507678,841216656,,-2.768469288022062,-5.5170626422761275,0.0,0.0,0.0,-0.6489302210575213,-0.7608479271170004,0.0009243849521901702,0.005785343499173048,0.0,0.0,0.0,7.09681681076295e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.663218,112150,1668507678,851166615,,-2.7685043840981014,-5.517300043790705,0.0,0.0,0.0,-0.6489302773809088,-0.7608478790785559,0.0008180356956310737,0.005119752306493402,0.0,0.0,0.0,6.280094172244049e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.673172,112151,1668507678,861197108,,-2.7684266203690533,-5.517146716603825,0.0,0.0,0.0,-0.6489298287960841,-0.7608482616781648,0.0008336047041076282,0.00521715290540807,0.0,0.0,0.0,6.399156394655638e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.714689,112152,1668507678,871370508,,-2.7684210759687695,-5.517114594773265,0.0,0.0,0.0,-0.6489300757473028,-0.7608480510526394,0.0008435810179175473,0.005279612115719474,0.0,0.0,0.0,6.475645054363827e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.714731,112153,1668507678,881193540,,-2.76834395827233,-5.516961393172667,0.0,0.0,0.0,-0.648929640635293,-0.7608484221610435,0.0008611251466894372,0.00538937373649985,0.0,0.0,0.0,6.61026681699041e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.714774,112154,1668507678,891131456,,-2.7683351097215327,-5.516907419372227,0.0,0.0,0.0,-0.6489299073293269,-0.7608481946969128,0.0008768299928665809,0.005487687609567049,0.0,0.0,0.0,6.731252607569861e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.714831,112155,1668507678,901331346,,-2.7682583232554325,-5.516752059124417,0.0,0.0,0.0,-0.6489294668998896,-0.7608485703403963,0.0008956670433997439,0.005605538649000203,0.0,0.0,0.0,6.875897906867114e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.722991,112156,1668507678,911136290,,-2.768249340967235,-5.516697483384384,0.0,0.0,0.0,-0.6489297480259136,-0.7608483305672847,0.0009139996451609794,0.005720300500627961,0.0,0.0,0.0,7.016791406427724e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.733504,112157,1668507678,921400342,,-2.7681762648412223,-5.516562075168016,0.0,0.0,0.0,-0.6489292397974553,-0.7608487640365178,0.0009173847986494849,0.005741437378297284,0.0,0.0,0.0,7.043719443455902e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.743413,112158,1668507678,931461879,,-2.768210950401572,-5.516796716694053,0.0,0.0,0.0,-0.648929296668405,-0.7608487155311817,0.0008120980004266407,0.00508250659383047,0.0,0.0,0.0,6.235129827164616e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.753093,112159,1668507678,941181941,,-2.768136531407883,-5.5166495256142145,0.0,0.0,0.0,-0.648928885024014,-0.7608490666232627,0.0008273937707419747,0.005178199045126387,0.0,0.0,0.0,6.352068522334531e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.762986,112160,1668507678,951053891,,-2.768128446083788,-5.516600477522908,0.0,0.0,0.0,-0.6489291409062081,-0.7608488483810242,0.0008428306678459474,0.005274832800221988,0.0,0.0,0.0,6.47068043811243e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.773253,112161,1668507678,961343714,,-2.768054605249202,-5.5164528643563155,0.0,0.0,0.0,-0.6489287200600203,-0.7608492073211772,0.0008587510708005977,0.005374432049229885,0.0,0.0,0.0,6.593017919275506e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.783144,112162,1668507678,971170699,,-2.768048714668508,-5.516418425335126,0.0,0.0,0.0,-0.6489289687091071,-0.7608489952481601,0.0008645369201119843,0.005410665070366429,0.0,0.0,0.0,6.637955322445278e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.793141,112163,1668507678,981202944,,-2.767975502419071,-5.5162708797168785,0.0,0.0,0.0,-0.6489285428538024,-0.7608493584604253,0.0008823829467322315,0.005522313941640514,0.0,0.0,0.0,6.774928490357367e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.803411,112164,1668507678,991296714,,-2.767966474035486,-5.5162159075727715,0.0,0.0,0.0,-0.6489288193504601,-0.7608491226362937,0.0009008386838213141,0.005637843804065316,0.0,0.0,0.0,6.916710979204409e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.813151,112165,1668507679,1163811,,-2.7678937156932584,-5.5160671734702,0.0,0.0,0.0,-0.6489283826490635,-0.7608494950990443,0.0009180699237750404,0.005745642133330815,0.0,0.0,0.0,7.049259095234064e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.829255,112166,1668507679,11308703,,-2.7679286034860553,-5.516303091285843,0.0,0.0,0.0,-0.6489284364143223,-0.7608494492426625,0.0008121580787273991,0.005082808823144528,0.0,0.0,0.0,6.235875886959726e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.869121,112167,1668507679,21241726,,-2.7678597868013233,-5.516176976779522,0.0,0.0,0.0,-0.6489279755778486,-0.7608498422898141,0.0008194350519221983,0.0051283111488826276,0.0,0.0,0.0,6.291366762851646e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.869187,112168,1668507679,31092293,,-2.767851904720461,-5.516129289779439,0.0,0.0,0.0,-0.6489282311931777,-0.760849624275713,0.000835849423502225,0.005231060585920976,0.0,0.0,0.0,6.417261125762749e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.869224,112169,1668507679,41366441,,-2.767781363826255,-5.515988330239974,0.0,0.0,0.0,-0.6489278308640262,-0.760849965716047,0.0008528251764587305,0.0053372651955569525,0.0,0.0,0.0,6.547499675248181e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.869253,112170,1668507679,51166148,,-2.767772838821491,-5.515936560003961,0.0,0.0,0.0,-0.6489280980679741,-0.7608497378181067,0.0008705246110448765,0.005448058736790088,0.0,0.0,0.0,6.68339898579197e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.873142,112171,1668507679,61203138,,-2.7677027475480234,-5.51579437123343,0.0,0.0,0.0,-0.6489276714886101,-0.760850101647079,0.0008884891486028171,0.005560447310641402,0.0,0.0,0.0,6.821320132044379e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.883244,112172,1668507679,71173839,,-2.767696664578468,-5.515758984641124,0.0,0.0,0.0,-0.6489279368069085,-0.7608498753575037,0.0008987482830896442,0.005624677409876854,0.0,0.0,0.0,6.900128836176528e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.893310,112173,1668507679,81195035,,-2.76752629433419,-5.5156197703016066,0.0,0.0,0.0,-0.648935181403326,-0.7608436963904166,0.0009141944972311458,0.005722044524671224,0.0,0.0,0.0,7.020024624992124e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.947447,112174,1668507679,91138820,,-2.767561113227119,-5.51585511173608,0.0,0.0,0.0,-0.6489352312208222,-0.7608436539003122,0.0008071597544255829,0.005052106471448486,0.0,0.0,0.0,6.198129345352952e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.947493,112175,1668507679,101198197,,-2.7673996554354554,-5.515721921247061,0.0,0.0,0.0,-0.648940347824899,-0.7608392898404361,0.000817636888625965,0.005118125931423171,0.0,0.0,0.0,6.27918534635913e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.947535,112176,1668507679,111106485,,-2.7673915717775297,-5.515672873594491,0.0,0.0,0.0,-0.6489406041963349,-0.7608390711742502,0.0008345700563542289,0.00522414434254611,0.0,0.0,0.0,6.409094961517502e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.947560,112177,1668507679,121407538,,-2.7672382732554444,-5.515555136641374,0.0,0.0,0.0,-0.6489442176548016,-0.7608359891411536,0.0008446979540753524,0.005287864207594971,0.0,0.0,0.0,6.487139793280026e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.947605,112178,1668507679,131100078,,-2.7672297814986004,-5.515503286216584,0.0,0.0,0.0,-0.6489444722367848,-0.7608357719990044,0.0008564241400313303,0.0053612939288166855,0.0,0.0,0.0,6.57789188208613e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.953037,112179,1668507679,141082819,,-2.7670794247967545,-5.515367167123134,0.0,0.0,0.0,-0.6489467758577172,-0.7608338071509925,0.0008683384118428855,0.005436089696518907,0.0,0.0,0.0,6.670365073330654e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.967969,112180,1668507679,151060768,,-2.7670707791420255,-5.515314557015712,0.0,0.0,0.0,-0.648947043472871,-0.7608335788908239,0.000882743628285098,0.005526296141787946,0.0,0.0,0.0,6.781401351256003e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.993740,112181,1668507679,161354355,,-2.766924474123424,-5.51517956462872,0.0,0.0,0.0,-0.6489485408748139,-0.7608323016910165,0.000897351277786808,0.005617887309061195,0.0,0.0,0.0,6.894183086893466e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.993771,112182,1668507679,171174439,,-2.766961019540369,-5.515426253958808,0.0,0.0,0.0,-0.6489485786374856,-0.7608322694815115,0.000785461188930814,0.004917400093514963,0.0,0.0,0.0,6.0346857221800245e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:29.993814,112183,1668507679,181200952,,-2.7668189903279243,-5.515298960463506,0.0,0.0,0.0,-0.6489495086148942,-0.7608314762603393,0.000803778406776856,0.005032154490217478,0.0,0.0,0.0,6.174365771184603e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.003261,112184,1668507679,191339735,,-2.766810941988402,-5.515249935589852,0.0,0.0,0.0,-0.6489497548540709,-0.7608312662311146,0.0008162973006627151,0.005110551817959381,0.0,0.0,0.0,6.27089469940989e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.013329,112185,1668507679,201362410,,-2.766671083418309,-5.515118630537276,0.0,0.0,0.0,-0.6489502317412829,-0.7608308594707074,0.0008291353175630836,0.005190967930188019,0.0,0.0,0.0,6.36997489394676e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.023194,112186,1668507679,211170937,,-2.7666626783070685,-5.5150674046862385,0.0,0.0,0.0,-0.6489504881281799,-0.7608306407855805,0.0008434986951657487,0.005280915587394905,0.0,0.0,0.0,6.480589946278831e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.033186,112187,1668507679,221135076,,-2.7665276891089987,-5.514953930874777,0.0,0.0,0.0,-0.6489506192959914,-0.7608305289059774,0.0008506233885601963,0.005325533141763749,0.0,0.0,0.0,6.535578210991413e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.042978,112188,1668507679,231059295,,-2.766519277016126,-5.514902912426212,0.0,0.0,0.0,-0.6489508869920029,-0.7608303005745057,0.0008675172819825414,0.005431325980231191,0.0,0.0,0.0,6.66531116500469e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2023/03/04/12:57:30.059466,112189,1668507679,241203747,,-2.7663840110319913,-5.514772881692817,0.0,0.0,0.0,-0.6489508081928709,-0.7608303677862889,0.0008849572344402021,0.005540506138952144,0.0,0.0,0.0,6.799276736305664e-05,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
